cluster_id,pattern_name,total_plays,goals,shots,losses,avg_duration,avg_forward_progress,avg_events,wing_plays
25,Wing Attack Fast Mid,6,0,0,6,4.326666666666763,28.805000000000003,3.3333333333333335,5
26,Wing Attack Fast Mid,6,0,0,6,4.7878333333332534,24.448333333333334,5.0,5
27,Wing Attack Fast Short,6,0,0,6,4.198666666666729,10.071666666666667,3.5,5
28,Wing Attack Fast Short,6,0,0,6,3.6203333333331122,9.913333333333334,4.166666666666667,6
29,Mixed Attack Fast Short,6,0,1,5,4.827000000000017,13.591666666666669,4.666666666666667,3
30,Mixed Attack Medium Deep,6,0,0,6,7.391000000000001,34.26833333333333,5.5,4
31,Mixed Attack Fast Short,6,0,1,5,3.7481666666667195,7.324999999999998,4.166666666666667,4
32,Wing Attack Fast Short,6,0,0,6,3.5813333333333426,14.678333333333333,3.3333333333333335,5
33,Mixed Attack Medium Deep,6,0,0,6,8.341666666666697,32.46333333333333,5.5,3
34,Mixed Attack Medium Mid,6,0,2,4,7.090333333333395,28.875,5.333333333333333,3
35,Mixed Attack Slow Build Deep,6,0,0,6,10.29933333333319,44.20666666666667,6.666666666666667,2
